Unnamed: 0,name,currentAnnualSalary,currentMonthlySalary,active,jobTitle,gender,spatial_name,role_name,affiliation_slug,member_of_name,municipio
7083,Ivan Ernesto Martínez Villarroya,0.0,0.0,True,Alcalde Del Ayuntamiento De Villarroya De Los Pinares,male,Local,Alcalde,partido-popular,Ayuntamiento De Villarroya de los Pinares/ES,Villarroya De Los Pinares
7084,Luis Javier Ezquerra Artigas,0.0,0.0,True,Alcalde Del Ayuntamiento De Vinaceite,male,Local,Alcalde,psoe,Ayuntamiento De Vinaceite/ES,Vinaceite
7085,Yolanda Ibañez Fernandez,409.26,0.0,True,Alcaldesa Del Ayuntamiento De Visiedo,female,Local,Alcalde,partido-popular,Ayuntamiento De Visiedo/ES,Visiedo
7086,Enrique Gadea Royo,0.0,0.0,True,Alcalde Del Ayuntamiento De Vivel Del Río Martín,male,Local,Alcalde,psoe,Ayuntamiento De Vivel del Río Martín/ES,Vivel Del Río Martín
7087,Jose Joaquin Gonzalez Garcia,0.0,0.0,True,Alcalde Del Ayuntamiento De Ajofrín,male,Local,Alcalde,partido-popular,Ayuntamiento De Ajofrín/ES,Ajofrín
7088,Marisol Herreño Traslaviña,23000.0,0.0,True,Alcaldesa Del Ayuntamiento De Robregordo,female,Local,Alcalde,psoe,Ayuntamiento De Robregordo/ES,Robregordo
7089,María Carmen Sierra Pinilla,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Arcicóllar,female,Local,Alcalde,psoe,Ayuntamiento De Arcicóllar/ES,Arcicóllar
7090,Pedro Pablo Urdiales Sola,1659.09,138.26,True,Alcalde Del Ayuntamiento De Calzada De Oropesa,male,Local,Alcalde,ucin,Ayuntamiento De Calzada de Oropesa/ES,Calzada De Oropesa
7091,Sergio Diaz Garcia,37783.88,3148.66,True,Alcalde Del Ayuntamiento De Burguillos De Toledo,male,Local,Alcalde,partido-popular,Ayuntamiento De Burguillos de Toledo/ES,Burguillos De Toledo
7092,Sonia Seseña Agudo,26697.39,2224.78,True,Alcaldesa Del Ayuntamiento De Camarena,female,Local,Alcalde,partido-popular,Ayuntamiento De Camarena/ES,Camarena
7093,Mar Ampurdanès Gutiérrez,56455.7,4032.55,True,Diputada,female,Autonómico,Diputado,d-unitat-popular,Parlament De Catalunya,Parlament De Catalunya
7094,Maite Selva I Huertas,49110.46,3507.89,True,Diputada,female,Autonómico,Diputado,junts-per-catalunya,Parlament De Catalunya,Parlament De Catalunya
7095,Juli Fernàndez Olivares,75306.84,5379.06,True,Diputado autonómico en el Parlament de Catalunya,male,Autonómico,Diputado,erc,Parlament De Catalunya,Parlament De Catalunya
7096,Judit Guàrdia I Torrents,28066.32,2004.74,True,Diputada,female,Autonómico,Diputado,junts-per-catalunya,Parlament De Catalunya,Parlament De Catalunya
7097,Josep M. Jové Lladó,82013.68,5858.12,True,Diputado autonómico en el Parlament de Catalunya,male,Autonómico,Diputado,erc,Parlament De Catalunya,Parlament De Catalunya
7098,Juan Pérez Mas,77192.28,6432.69,True,Secretario General de Presidencia del Gobierno,male,Autonómico,Altos cargos,sin-partido,Gobierno De Aragón,Gobierno De Aragón
7099,Tomasa Hernández Martí­n,87847.56,6274.67,True,"Consejera de Educación, Cultura y Deporte en el Gobierno de Aragón",female,Autonómico,Altos cargos,partido-popular,Gobierno De Aragón,Gobierno De Aragón
7100,Elisabet Megias Pinos,45363.47,3780.29,True,Alcaldesa Del Ayuntamiento De Tordera,female,Local,Alcalde,cm,Ayuntamiento De Tordera/ES,Tordera
7101,Jaume Puig I Puig (Putxu),35125.61,0.0,True,Alcalde Del Ayuntamiento De Ullastrell,male,Local,Alcalde,erc,Ayuntamiento De Ullastrell/ES,Ullastrell
7102,Albert Castells Vilalta,64199.85,5349.99,True,Alcalde Del Ayuntamiento De Vic,male,Local,Alcalde,cm,Ayuntamiento De Vic/ES,Vic
7103,Francisco Romero Gamarra,55679.64,4639.97,True,Alcalde Del Ayuntamiento De Vilafranca Del Penedès,male,Local,Alcalde,partit-dels-socialistes-de-catalunya-candidatura-de-progres-(psc-cp),Ayuntamiento De Vilafranca del Penedès/ES,Vilafranca Del Penedès
7104,Jaume Orra Muntadas,0.0,0.0,True,Alcalde Del Ayuntamiento De Vilanova De Sau,male,Local,Alcalde,cp,Ayuntamiento De Vilanova de Sau/ES,Vilanova De Sau
7105,Roser Colomé I Soler,39363.52,0.0,True,Alcaldesa Del Ayuntamiento De Vilanova Del Vallès,female,Local,Alcalde,ivdv,Ayuntamiento De Vilanova del Vallès/ES,Vilanova Del Vallès
7106,Mikel Urrutia Galan,48556.15,4046.35,True,Alcalde Del Ayuntamiento De Abadiño,male,Local,Alcalde,eh-bildu,Ayuntamiento De Abadiño/ES,Abadiño
7107,Iñaki Urrutia Del Cura,67829.85,5652.49,True,Alcalde Del Ayuntamiento De Abanto Y Ciérvana-Abanto Zierbena,male,Local,Alcalde,eaj-pnv,Ayuntamiento De Abanto y Ciérvana-Abanto Zierbena/ES,Abanto Y Ciérvana-Abanto Zierbena
7108,Unai Arregui Gardoki,42617.16,3551.43,True,Alcalde Del Ayuntamiento De Alonsotegi,male,Local,Alcalde,eh-bildu,Ayuntamiento De Alonsotegi/ES,Alonsotegi
7109,Ainhoa Salterain Gandarias,83448.64,6954.05,True,Alcaldesa Del Ayuntamiento De Amorebieta-Etxano,female,Local,Alcalde,eaj-pnv,Ayuntamiento De Amorebieta-Etxano/ES,Amorebieta-Etxano
7110,Asier Arrizabalaga Aranguena,2258.21,188.18,True,Alcalde Del Ayuntamiento De Amoroto,male,Local,Alcalde,hk,Ayuntamiento De Amoroto/ES,Amoroto
7111,Peru Pérez De Anuzita Urquijo,12862.53,1071.88,True,Alcalde Del Ayuntamiento De Areatza,male,Local,Alcalde,eh-bildu,Ayuntamiento De Areatza/ES,Areatza
7112,Fernando Anbustegi Goñi,34231.56,2852.63,True,Alcalde Del Ayuntamiento De Baztan,male,Local,Alcalde,eh-bildu,Ayuntamiento De Baztan/ES,Baztan
7113,Eneritz Agirre Armendia,42413.76,3534.48,True,Alcalde Del Ayuntamiento De Atxondo,male,Local,Alcalde,eh-bildu,Ayuntamiento De Atxondo/ES,Atxondo
7114,Irati Urberuaga Aranguena,21200.06,0.0,True,Alcaldesa Del Ayuntamiento De Aulesti,female,Local,Alcalde,eh-bildu,Ayuntamiento De Aulesti/ES,Aulesti
7115,Alfonso San Vicente De La Horra,67115.43,5592.95,True,Alcalde Del Ayuntamiento De Balmaseda,male,Local,Alcalde,eaj-pnv,Ayuntamiento De Balmaseda/ES,Balmaseda
7116,Itziar Aginagalde Avedillo,68310.14,5692.51,True,Alcaldesa Del Ayuntamiento De Berango,female,Local,Alcalde,eaj-pnv,Ayuntamiento De Berango/ES,Berango
7117,Miren Itziar Unibaso Ausin,26346.88,2195.57,True,Alcaldesa Del Ayuntamiento De Barrika,female,Local,Alcalde,eaj-pnv,Ayuntamiento De Barrika/ES,Barrika
7118,Laura Alzamora Merinoconcejala,19890.0,0.0,True,Concejal,female,Local,Concejal,hospitalet-en-comu-l,Ayuntamiento L'Hospitalet De Llobregat,Ayuntamiento L'Hospitalet De Llobregat
7119,José Javier Diéz Crespo,0.0,0.0,True,Concejal,female,Local,Concejal,partido-popular,Ayuntamiento L'Hospitalet De Llobregat,Ayuntamiento L'Hospitalet De Llobregat
7120,Jaime Padilla Rubio,0.0,0.0,True,Concejal,male,Local,Concejal,vox,Ayuntamiento L'Hospitalet De Llobregat,Ayuntamiento L'Hospitalet De Llobregat
7121,Álvaro Rodríguez Dapena,120984.92,8641.78,True,Presidente de Puertos del Estado,male,Nacional,Altos cargos,sin-partido,Gobierno De España,Gobierno De España
7122,María Luisa Balaguer Callejón,141757.28,10125.52,True,Magistrado del Tribunal Constitucional,female,Nacional,Altos cargos,sin-partido,Tribunal Constitucional,Tribunal Constitucional
7123,Cándido Conde-Pumpido Tourón,172175.92,12298.28,True,Presidente del Tribunal Constitucional,male,Nacional,Altos cargos,sin-partido,Tribunal Constitucional,Tribunal Constitucional
7124,Xabier Casimiro Erviti,64239.56,4588.54,True,Asesor de la Presidenta,male,Autonómico,Altos cargos,sin-partido,Gobierno De Navarra,Gobierno De Navarra
7125,Silvia Casola Salvataella,71400.0,5100.0,True,Concejala portavoz ERC,female,Local,Concejal,erc,Ayuntamiento L'Hospitalet De Llobregat,Ayuntamiento L'Hospitalet De Llobregat
7126,Esther López Sancho,0.0,0.0,True,Concejal,female,Local,Concejal,vox,Ayuntamiento L'Hospitalet De Llobregat,Ayuntamiento L'Hospitalet De Llobregat
7127,Lorena Paricio Blázquez,0.0,0.0,True,Concejal,male,Local,Concejal,partido-popular,Ayuntamiento L'Hospitalet De Llobregat,Ayuntamiento L'Hospitalet De Llobregat
7128,Gorka Salazar Senso,38600.41,3216.7,True,Alcalde Del Ayuntamiento De Valdegovía/Gaubea,male,Local,Alcalde,eaj-pnv,Ayuntamiento De Valdegovía/ES,Valdegovía
7129,Miguel López-Valverde Argüeso,103080.48,7362.89,True,Consejero de Digitalización,male,Autonómico,Altos cargos,partido-popular,Comunidad De Madrid,Comunidad De Madrid
7130,Sonia Almela Martínez,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Ceutí,female,Local,Alcalde,psoe,Ayuntamiento De Ceutí/ES,Ceutí
7131,Josepa Figueras Briones,10084.51,840.38,True,Alcaldesa Del Ayuntamiento De La Nou De Gaià,female,Local,Alcalde,cm,Ayuntamiento De La Nou de Gaià/ES,La Nou De Gaià
7132,Juan Carlos Garcia Vaqué,17142.17,1428.51,True,Alcalde Del Ayuntamiento De Porrera,male,Local,Alcalde,cm,Ayuntamiento De Porrera/ES,Porrera
7133,Josep Miquel Gatius Callis,29423.06,2451.92,True,Alcalde Del Ayuntamiento De Ullastret,male,Local,Alcalde,cm,Ayuntamiento De Ullastret/ES,Ullastret
7134,Álvaro Correjes García,737.37,61.45,True,Alcalde Del Ayuntamiento De Gallegos De Hornija,male,Local,Alcalde,psoe,Ayuntamiento De Gallegos de Hornija/ES,Gallegos De Hornija
7135,Héctor Javier Alemán Arencibia,66300.0,5525.0,True,Concejal,male,Local,Concejal,psoe,Ayuntamiento De Las Palmas,Las Palmas
7136,Gustavo Sánchez Carrillo,50490.0,4207.5,True,Concejal,male,Local,Concejal,partido-popular,Ayuntamiento De Las Palmas,Las Palmas
7137,Diego Fermín López-Galán Medina,0.0,0.0,True,Concejal,male,Local,Concejal,partido-popular,Ayuntamiento De Las Palmas,Las Palmas
7138,Rafael Miguel De Juan Miñón,0.0,0.0,True,Concejal,male,Local,Concejal,vox,Ayuntamiento De Las Palmas,Las Palmas
7139,Alejandro Teres Cordón,10769.34,897.44,True,Alcalde Del Ayuntamiento De Vilademuls,male,Local,Alcalde,cm,Ayuntamiento De Vilademuls/ES,Vilademuls
7140,Maria Esperanza Marcos Alvarez,28714.35,2392.86,True,Alcaldesa Del Ayuntamiento De Benavides,female,Local,Alcalde,psoe,Ayuntamiento De Benavides/ES,Benavides
7141,Rebeca Sotelo Fernandez,23606.76,1967.23,True,Alcaldesa Del Ayuntamiento De Cenlle,female,Local,Alcalde,partido-popular,Ayuntamiento De Cenlle/ES,Cenlle
7142,Faustino Sánchez Vaquero,0.0,0.0,True,Alcalde Del Ayuntamiento De Collado Del Mirón,male,Local,Alcalde,partido-popular,Ayuntamiento De Collado del Mirón/ES,Collado Del Mirón
7143,Joaquin Alvarez Molina,0.0,0.0,True,Alcalde Del Ayuntamiento De Busquístar,male,Local,Alcalde,psoe,Ayuntamiento De Busquístar/ES,Busquístar
7144,Jorge Pan Varea,63957.82,4568.42,True,Director general de Comunicación,male,Autonómico,Altos cargos,sin-partido,Xunta De Galicia,Xunta De Galicia
7145,José Tronchoni Albert,72566.28,5183.31,True,Director general de Justicia,male,Autonómico,Altos cargos,sin-partido,Xunta De Galicia,Xunta De Galicia
7146,Jorge Atán Castro,75367.86,5037.2,True,Secretario general técnico y del Patrimonio de la Consellería de Hacienda y Administración Pública,male,Autonómico,Altos cargos,sin-partido,Xunta De Galicia,Xunta De Galicia
7147,Ángel Luis Tarrío Tobar,74055.26,4943.44,True,Director general de Política de Cohesión y Fondos Europeos,male,Autonómico,Altos cargos,sin-partido,Xunta De Galicia,Xunta De Galicia
7148,Judith Fernández Novoa,71748.0,4849.69,True,Directora general de Ordenación e Innovación Educativa,female,Autonómico,Altos cargos,sin-partido,Xunta De Galicia,Xunta De Galicia
7149,María Del Rosario Gálvez Vicente,90850.94,6489.35,True,Directora General de Servicios,female,Nacional,,sin-partido,Gobierno De España,Gobierno De España
7150,Mónica Corrales Rodrigáñez,103511.5,7393.68,True,Directora General de Pesca Sostenible,female,Nacional,,sin-partido,Gobierno De España,Gobierno De España
7151,Antonia Aguilar Rider,57834.16,4131.01,True,Tercera Tte. Alcalde,female,Local,,partido-popular,Ayuntamiento De Córdoba/ES,Córdoba
7152,Jesús Manuel Coca López,46267.33,3304.81,True,Cuarto Tte. Alcalde,male,Local,,partido-popular,Ayuntamiento De Córdoba/ES,Córdoba
7153,Maria Nieves Espeja Nebreda,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Espinosa De Cervera,female,Local,Alcalde,partido-popular,Ayuntamiento De Espinosa de Cervera/ES,Espinosa De Cervera
7154,Joaquin Peribañez Peiro,0.0,0.0,True,Alcalde Del Ayuntamiento De Burbáguena,male,Local,Alcalde,cs-tu-aragon,Ayuntamiento De Burbáguena/ES,Burbáguena
7155,Jesus Angel Farto Rubio,0.0,0.0,True,Alcalde Del Ayuntamiento De La Unión De Campos,male,Local,Alcalde,partido-popular,Ayuntamiento De La Unión de Campos/ES,La Unión De Campos
7156,Jacobo José Rey Sastre,63957.82,4568.42,True,"Director general de Familia, Infancia y Dinamización Demográfica",male,Autonómico,Altos cargos,sin-partido,Xunta De Galicia,Xunta De Galicia
7157,Pablo Fernández López,63957.82,4568.42,True,"Secretario general de Apoyo al Empleo, Trabajo Autónomo y Economía Social",male,Autonómico,Altos cargos,sin-partido,Xunta De Galicia,Xunta De Galicia
7158,Margarita Ardao Rodríguez,72742.66,4849.69,True,Directora general de Emprendimiento y Apoyo al Empleo,female,Autonómico,Altos cargos,sin-partido,Xunta De Galicia,Xunta De Galicia
7159,Enrique Erik Yturriaga Saldanha,0.0,0.0,True,Director General para Iberoamérica y el Caribe,male,Nacional,Altos cargos,sin-partido,Gobierno De España,Gobierno De España
7160,Julián Urbano De Sotomayor,42775.98,3055.43,True,Delegado PP,male,Local,,partido-popular,Ayuntamiento De Córdoba/ES,Córdoba
7161,José Molina Baena,46922.56,3351.61,True,Concejal,male,Local,Concejal,psoe,Ayuntamiento De Córdoba/ES,Córdoba
7162,Jesus Manuel Ruiz Valle,36592.12,3049.34,True,Alcalde Del Ayuntamiento De Argamasilla De Calatrava,male,Local,Alcalde,psoe,Ayuntamiento De Argamasilla de Calatrava/ES,Argamasilla De Calatrava
7163,Jose Reguera Alvarez,13011.57,1084.3,True,Alcalde Del Ayuntamiento De Priaranza Del Bierzo,male,Local,Alcalde,psoe,Ayuntamiento De Priaranza del Bierzo/ES,Priaranza Del Bierzo
7164,Manuel Menendez Omaña,8295.45,691.29,True,Alcalde Del Ayuntamiento De Quintana Del Castillo,male,Local,Alcalde,partido-popular,Ayuntamiento De Quintana del Castillo/ES,Quintana Del Castillo
7165,Lourdes Gomez Cuervo,442.42,36.87,True,Alcaldesa Del Ayuntamiento De Vega De Valdetronco,female,Local,Alcalde,partido-popular,Ayuntamiento De Vega de Valdetronco/ES,Vega De Valdetronco
7166,Hipólitro Alejandro (Poli) Suárez,70994.82,5071.06,True,"Consejero de Educación, Formación Profesional, Actividad Física y Deportes",male,Autonómico,Altos cargos,partido-popular,Gobierno De Canarias,Gobierno De Canarias
7167,Anna Pascual Roca,31215.5,2601.29,True,Alcaldesa Del Ayuntamiento De La Palma De Cervelló,female,Local,Alcalde,cm,Ayuntamiento De La Palma de Cervelló/ES,La Palma De Cervelló
7168,Joan Compta Núñez,5135.81,427.98,True,Alcalde Del Ayuntamiento De Perafita,male,Local,Alcalde,cm,Ayuntamiento De Perafita/ES,Perafita
7169,Dolors Chacón I Molina,2997.44,249.79,True,Alcaldesa Del Ayuntamiento De El Pla Del Penedès,female,Local,Alcalde,erc,Ayuntamiento De El Pla del Penedès/ES,El Pla Del Penedès
7170,Sebastian Marco Zaratiegui,42736.34,3561.36,True,Alcalde Del Ayuntamiento De Noáin (Valle De Elorz)/Noain (Elortzibar),male,Local,Alcalde,upn,Ayuntamiento De Noáin (Valle de Elorz)/ES,Noáin (Valle De Elorz)
7171,Gorka Garcia Izal,44277.73,3689.81,True,Alcalde Del Ayuntamiento De Corella,male,Local,Alcalde,aci,Ayuntamiento De Corella/ES,Corella
7172,Eva Serra Casellas,31983.62,2665.3,True,Alcaldesa Del Ayuntamiento De Puig-Reig,female,Local,Alcalde,cm,Ayuntamiento De Puig-reig/ES,Puig-Reig
7173,Luis Manuel Tirado Garcia,63467.34,5288.94,True,Alcalde Del Ayuntamiento De Ripollet,male,Local,Alcalde,psoe,Ayuntamiento De Ripollet/ES,Ripollet
7174,Filomena Cañete Carrillo (Filo),48518.82,4043.24,True,Alcaldesa Del Ayuntamiento De Sant Adrià De Besòs,female,Local,Alcalde,psoe,Ayuntamiento De Sant Adrià de Besòs/ES,Sant Adrià De Besòs
7175,Laia Serrat Danés,8123.06,676.92,True,Alcaldesa Del Ayuntamiento De Sant Agustí De Lluçanès,female,Local,Alcalde,cm,Ayuntamiento De Sant Agustí de Lluçanès/ES,Sant Agustí De Lluçanès
7176,Marc Giribet I Gavara,46635.88,3886.32,True,Alcalde Del Ayuntamiento De Sant Andreu De La Barca,male,Local,Alcalde,fem-sant-andreu-am,Ayuntamiento De Sant Andreu de la Barca/ES,Sant Andreu De La Barca
7177,Alexandre Neira Marí (Alex),60033.28,5002.77,True,Alcalde Del Ayuntamiento De Sant Andreu De Llavaneres,male,Local,Alcalde,psoe,Ayuntamiento De Sant Andreu de Llavaneres/ES,Sant Andreu De Llavaneres
7178,Francesc Xavier Puig I Fernàndez,13694.82,1141.23,True,Alcalde Del Ayuntamiento De Sant Bartomeu Del Grau,male,Local,Alcalde,cm,Ayuntamiento De Sant Bartomeu del Grau/ES,Sant Bartomeu Del Grau
7179,Eduard Vallhonesta Alarcon,50212.85,4184.4,True,Alcalde Del Ayuntamiento De Sant Celoni,male,Local,Alcalde,psoe,Ayuntamiento De Sant Celoni/ES,Sant Celoni
7180,Raul Casado Ruiz,18133.96,1511.16,True,Alcalde Del Ayuntamiento De Sant Cugat Sesgarrigues,male,Local,Alcalde,sc-pm-cp,Ayuntamiento De Sant Cugat Sesgarrigues/ES,Sant Cugat Sesgarrigues
7181,Tomeu Aspa Miralta,25200.01,2100.0,True,Alcalde Del Ayuntamiento De Sant Esteve De Palautordera,male,Local,Alcalde,m,Ayuntamiento De Sant Esteve de Palautordera/ES,Sant Esteve De Palautordera
7182,Pol Cabutí Borrell,30103.21,2508.6,True,Alcalde Del Ayuntamiento De Sant Feliu De Codines,male,Local,Alcalde,primaries-codines,Ayuntamiento De Sant Feliu de Codines/ES,Sant Feliu De Codines
7183,Joan Ramon Domenech Perarnau,18259.81,1521.65,True,Alcalde Del Ayuntamiento De Sant Feliu Sasserra,male,Local,Alcalde,ara-pl,Ayuntamiento De Sant Feliu Sasserra/ES,Sant Feliu Sasserra
7184,Lourdes Borrell Moreno,39499.57,0.0,True,Alcaldesa Del Ayuntamiento De Sant Feliu De Llobregat,female,Local,Alcalde,psoe,Ayuntamiento De Sant Feliu de Llobregat/ES,Sant Feliu De Llobregat
7185,Maria Carme Casals Rosell,6791.4,565.95,True,Alcaldesa Del Ayuntamiento De Sant Julià De Cerdanyola,female,Local,Alcalde,c-am,Ayuntamiento De Sant Julià de Cerdanyola/ES,Sant Julià De Cerdanyola
7186,Moisés Varela Sánchez,35561.93,2963.49,True,Alcalde Del Ayuntamiento De Colomera,male,Local,Alcalde,pjpc,Ayuntamiento De Colomera/ES,Colomera
7187,Marta Cornellas Torrents,31205.64,2600.47,True,Alcaldesa Del Ayuntamiento De Sant Julià De Vilatorta,female,Local,Alcalde,cm,Ayuntamiento De Sant Julià de Vilatorta/ES,Sant Julià De Vilatorta
7188,Getsemani Torres Rienda,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Fonelas,female,Local,Alcalde,partido-popular,Ayuntamiento De Fonelas/ES,Fonelas
7189,Emilio Aguilar González,14138.02,1178.17,True,Alcalde Del Ayuntamiento De Dehesas Viejas,male,Local,Alcalde,psoe,Ayuntamiento De Dehesas Viejas/ES,Dehesas Viejas
7190,Patrocinio Manuel Ruano Lopez,22582.07,1881.84,True,Alcaldesa Del Ayuntamiento De Gobernador,female,Local,Alcalde,partido-popular,Ayuntamiento De Gobernador/ES,Gobernador
7191,Maria Trinidad Rodriguez Flores,26000.0,2166.67,True,Alcaldesa Del Ayuntamiento De Gorafe,female,Local,Alcalde,para-la-gente,Ayuntamiento De Gorafe/ES,Gorafe
7192,Maximiliano Garcia Navarro,32260.1,2688.34,True,Alcalde Del Ayuntamiento De Guadahortuna,male,Local,Alcalde,para-la-gente,Ayuntamiento De Guadahortuna/ES,Guadahortuna
7193,Mario Del Paso Castro,35279.74,2939.98,True,Alcalde Del Ayuntamiento De Huétor Vega,male,Local,Alcalde,psoe,Ayuntamiento De Huétor Vega/ES,Huétor Vega
7194,Ignacio Felipe Domíngez Martínez,44897.86,3741.49,True,Alcalde Del Ayuntamiento De Funes,male,Local,Alcalde,upn,Ayuntamiento De Funes/ES,Funes
7195,Leonardo Camaces Murillo,40372.47,3364.37,True,Alcalde Del Ayuntamiento De Ayegui/Aiegi,male,Local,Alcalde,au,Ayuntamiento De Ayegui/ES,Ayegui
7196,Maria Pilar Jimenez Tortolero,38418.68,3201.56,True,Alcaldesa Del Ayuntamiento De Jun,female,Local,Alcalde,partido-popular,Ayuntamiento De Jun/ES,Jun
7197,Francisco Manuel Muñoz Ruiz,26218.32,2184.86,True,Alcalde Del Ayuntamiento De Lanteira,male,Local,Alcalde,partido-popular,Ayuntamiento De Lanteira/ES,Lanteira
7198,Concepcion Lupiañez Rodriguez,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Lobras,female,Local,Alcalde,psoe,Ayuntamiento De Lobras/ES,Lobras
7199,José Antonio González Cabrera,34593.7,2882.81,True,Alcalde Del Ayuntamiento De Lújar,male,Local,Alcalde,partido-popular,Ayuntamiento De Lújar/ES,Lújar
7200,Juan Manuel Valdivia Morillas,150.0,0.0,True,Alcalde Del Ayuntamiento De Marchal,male,Local,Alcalde,psoe,Ayuntamiento De Marchal/ES,Marchal
7201,Maria Jose Aguilar Arriaza,28569.1,0.0,True,Alcaldesa Del Ayuntamiento De Montillana,female,Local,Alcalde,partido-popular,Ayuntamiento De Montillana/ES,Montillana
7202,Celia Villena De Francisco,23566.34,1963.86,True,Alcaldesa Del Ayuntamiento De Padul,female,Local,Alcalde,para-la-gente,Ayuntamiento De Padul/ES,Padul
7203,Alvaro Huertas Santiago,24642.66,2053.55,True,Alcalde Del Ayuntamiento De La Peza,male,Local,Alcalde,partido-popular,Ayuntamiento De La Peza/ES,La Peza
7204,Sergio Vitas Aguirre,39025.89,3252.16,True,Alcalde Del Ayuntamiento De Fustiñana,male,Local,Alcalde,por-fustinana,Ayuntamiento De Fustiñana/ES,Fustiñana
7205,José Enrique Medina Ramírez,43451.88,0.0,True,Alcalde Del Ayuntamiento De Pinos Puente,male,Local,Alcalde,psoe,Ayuntamiento De Pinos Puente/ES,Pinos Puente
7206,Azucena Lozano Serrano,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Morés,female,Local,Alcalde,partido-popular,Ayuntamiento De Morés/ES,Morés
7207,Ignacio Ariztia Urriza,23257.98,1938.16,True,Alcalde Del Ayuntamiento De Urdazubi/Urdax,male,Local,Alcalde,azkar-agrupacion-electoral,Ayuntamiento De Urdazubi/ES,Urdazubi
7208,Ignacio Ayuso Blas,0.0,0.0,True,Alcalde Del Ayuntamiento De Hita,male,Local,Alcalde,psoe,Ayuntamiento De Hita/ES,Hita
7209,Maria Josefa Beaumont Aristu,8642.63,720.22,True,Alcaldesa Del Ayuntamiento De Urraul Bajo,female,Local,Alcalde,aei,Ayuntamiento De Urraul Bajo/ES,Urraul Bajo
7210,Marcelino Fernández Motos,180.0,0.0,True,Alcalde Del Ayuntamiento De Almendral De La Cañada,male,Local,Alcalde,psoe,Ayuntamiento De Almendral de la Cañada/ES,Almendral De La Cañada
7211,Nicolas Camino Caminondo,6230.81,519.23,True,Alcalde Del Ayuntamiento De Luzaide/Valcarlos,male,Local,Alcalde,agrupacion-independiente-luzaide,Ayuntamiento De Luzaide/ES,Luzaide
7212,Ricardo Murillo Delfa,22741.93,1895.16,True,Alcalde Del Ayuntamiento De Liédena,male,Local,Alcalde,avl,Ayuntamiento De Liédena/ES,Liédena
7213,Koldo Albira Sola,10356.05,863.0,True,Alcalde Del Ayuntamiento De Lizoáin-Arriasgoiti,male,Local,Alcalde,ila-lai,Ayuntamiento De Lizoain-Arriasgoiti/ES,Lizoáin-Arriasgoiti
7214,Jesus Lardies Rivas,0.0,0.0,True,Alcalde Del Ayuntamiento De Torla-Ordesa,male,Local,Alcalde,partido-popular,Ayuntamiento De Torla-Ordesa/ES,Torla-Ordesa
7215,Miguel Abrego Bujanda,12176.33,1014.69,True,Alcalde Del Ayuntamiento De Igúzquiza,male,Local,Alcalde,agrupacion-independiente-camino-del-valle,Ayuntamiento De Igúzquiza/ES,Igúzquiza
7216,Roberto Martinez Luyando,17474.14,1456.18,True,Alcalde Del Ayuntamiento De Yesa,male,Local,Alcalde,ixy,Ayuntamiento De Yesa/ES,Yesa
7217,Raúl Elizalde Villamayor,6636.36,553.03,True,Alcalde Del Ayuntamiento De Enériz/Eneritz,male,Local,Alcalde,aee,Ayuntamiento De Enériz/ES,Enériz
7218,Javier Senosiain Paternain,11060.61,921.72,True,Alcalde Del Ayuntamiento De Mendaza,male,Local,Alcalde,aelb,Ayuntamiento De Mendaza/ES,Mendaza
7219,Marina Mejias Jiménez,5876.5,489.71,True,Alcaldesa Del Ayuntamiento De Zabalza/Zabaltza,female,Local,Alcalde,agrupacion-independiente-zabalza-zabaltza,Ayuntamiento De Zabalza/ES,Zabalza
7220,Aranzazu Reguera Carretero,1177.71,98.14,True,Alcaldesa Del Ayuntamiento De Villavieja Del Lozoya,female,Local,Alcalde,jv,Ayuntamiento De Villavieja del Lozoya/ES,Villavieja Del Lozoya
7221,Francisco Javier Burillo Marzo,0.0,0.0,True,Alcalde Del Ayuntamiento De Pancrudo,male,Local,Alcalde,par,Ayuntamiento De Pancrudo/ES,Pancrudo
7222,Francisco Javier Trullenque Sanchez,0.0,0.0,True,Alcalde Del Ayuntamiento De Las Parras De Castellote,male,Local,Alcalde,par,Ayuntamiento De Las Parras de Castellote/ES,Las Parras De Castellote
7223,Rosario Garcia Fandos,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Pitarque,female,Local,Alcalde,par,Ayuntamiento De Pitarque/ES,Pitarque
7224,Pedro Lou Rubio,0.0,0.0,True,Alcalde Del Ayuntamiento De Plou,male,Local,Alcalde,par,Ayuntamiento De Plou/ES,Plou
7225,Jose Gabriel Perez Casas,0.0,0.0,True,Alcalde Del Ayuntamiento De El Pobo,male,Local,Alcalde,partido-popular,Ayuntamiento De El Pobo/ES,El Pobo
7226,María Teresa Pavón González,5290.64,440.89,True,Alcaldesa Del Ayuntamiento De Villarejo De Montalbán,female,Local,Alcalde,psoe,Ayuntamiento De Villarejo de Montalbán/ES,Villarejo De Montalbán
